food,portion,units,gross_weight,net_weight,energy,carbs,clasification
Sabritas ligeras,20,g,20.0,20.0,97.0,12.8,CEREALES CON GRASA
Sabritas ligeras citricas,20,g,20.0,20.0,93.0,12.2,CEREALES CON GRASA
Salsa gravie de champiñones,1,taza,230.0,230.0,116.0,12.7,CEREALES CON GRASA
Salsa gravie de res,1,taza,226.0,226.0,120.0,10.8,CEREALES CON GRASA
Sándwich Quaker chocolate,30,g,30.0,30.0,124.0,16.6,CEREALES CON GRASA
Senzo,2,pieza,22.0,22.0,106.0,13.8,CEREALES CON GRASA
Snack mix nabisco 100 Kcal,1,paquete,22.0,22.0,99.0,16.0,CEREALES CON GRASA
Strudel de manzana,1,rebanada,40.0,40.0,110.0,16.5,CEREALES CON GRASA
Tamal de carne,1/5,pieza,40.0,40.0,102.0,8.8,CEREALES CON GRASA
Tamal de elote,1/5,pieza,40.0,40.0,86.0,9.9,CEREALES CON GRASA
Tamal de frijol,1/5,pieza,40.0,40.0,103.0,9.1,CEREALES CON GRASA
Tamal de queso con rajas,1/5,pieza,40.0,40.0,104.0,9.1,CEREALES CON GRASA
Tamal rojo,1/6,pieza,34.0,34.0,103.0,11.0,CEREALES CON GRASA
Tamal verde,1/6,pieza,34.0,34.0,103.0,11.0,CEREALES CON GRASA
Tortilla de harina,1,pieza,28.0,28.0,80.0,13.4,CEREALES CON GRASA
Tortilla de harina integral,1,pieza,28.0,28.0,82.0,11.4,CEREALES CON GRASA
Tostada,1 1/2,pieza,18.0,18.0,93.0,11.2,CEREALES CON GRASA
Tostada rayada,1 1/2,pieza,18.0,18.0,93.0,11.2,CEREALES CON GRASA
Tostada tipo jalisco,1 1/2,pieza,18.0,18.0,93.0,11.2,CEREALES CON GRASA
Totopos de maíz,25,g,25.0,25.0,109.0,13.5,CEREALES CON GRASA
Trenza glaseada,1/2,pieza,21.0,21.0,85.0,12.2,CEREALES CON GRASA
Wafle,1,pieza,35.0,35.0,100.0,15.1,CEREALES CON GRASA
Wafle con mantequilla,1,pieza,35.0,35.0,97.0,13.9,CEREALES CON GRASA
Wafle estilo casero,1,pieza,31.0,31.0,86.0,12.4,CEREALES CON GRASA
Wafle integral,1,pieza,35.0,35.0,84.0,13.2,CEREALES CON GRASA
Wafle miniatura,2,pieza,40.0,40.0,112.0,16.3,CEREALES CON GRASA
Alegría natural,5,cucharadita,21.0,21.0,74.0,13.5,CEREALES SIN GRASA
Alegría tostada,4,cucharadita,16.0,16.0,63.0,11.7,CEREALES SIN GRASA
Amaranto cocido,2 1/2,taza,330.0,330.0,70.0,13.5,CEREALES SIN GRASA
Amaranto tostado,1/4,taza,16.0,16.0,63.0,11.6,CEREALES SIN GRASA
Anillos de trigo azucarados de colores,1/2,taza,16.0,16.0,63.0,13.4,CEREALES SIN GRASA
Arroz cocido,1/4,taza,47.0,47.0,60.0,13.3,CEREALES SIN GRASA
Arroz crudo,20,g,20.0,20.0,72.0,15.9,CEREALES SIN GRASA
Arroz inflado con cocoa,1/2,taza,17.0,17.0,64.0,14.7,CEREALES SIN GRASA
Arroz inflado natural,1/2,taza,17.0,17.0,65.0,14.6,CEREALES SIN GRASA
Arroz integral cocido,1/3,taza,65.0,65.0,73.0,15.3,CEREALES SIN GRASA
Arroz integral crudo,20,g,20.0,20.0,72.0,15.2,CEREALES SIN GRASA
Arroz precocido cocido,1/3,taza,52.0,52.0,64.0,13.6,CEREALES SIN GRASA
Arroz precocido crudo,20,g,20.0,20.0,75.0,16.1,CEREALES SIN GRASA
Arroz pulido crudo,20,g,20.0,20.0,72.0,15.9,CEREALES SIN GRASA
Arroz salvaje cocido,1/3,taza,54.0,54.0,55.0,11.6,CEREALES SIN GRASA
Arroz salvaje crudo,20,g,20.0,20.0,71.0,15.0,CEREALES SIN GRASA
Atole en polvo,7,cucharadita,18.0,18.0,68.0,16.4,CEREALES SIN GRASA
Atole en sobre,1/3,sobre,16.0,16.0,58.0,14.0,CEREALES SIN GRASA
Atole vitaminado,1/3,sobre,16.0,16.0,59.0,14.1,CEREALES SIN GRASA
Avena cocida,3/4,taza,164.0,164.0,66.0,18.8,CEREALES SIN GRASA
Avena con canela y especias,1/3,sobre,15.0,15.0,56.0,11.7,CEREALES SIN GRASA
Avena con manzana y canela,1/3,sobre,14.0,14.0,53.0,10.9,CEREALES SIN GRASA
Avena con pasitas y especias,1/3,sobre,14.0,14.0,53.0,10.9,CEREALES SIN GRASA
Avena en hojuelas,1/2,taza,20.0,20.0,73.0,13.4,CEREALES SIN GRASA
Avena instantánea PLUS varios sabores,1/3,sobre,14.0,14.0,53.0,9.8,CEREALES SIN GRASA
Avena instantánea preparada,1/3,taza,77.0,77.0,53.0,9.0,CEREALES SIN GRASA
Avena instantánea varios sabores,1/3,sobre,14.0,14.0,51.0,9.4,CEREALES SIN GRASA
Avena integral,1/3,taza,26.0,26.0,65.0,17.5,CEREALES SIN GRASA
"Avena integral con pasitas, instantánea preparada",1/2,sobre,22.0,22.0,77.0,16.4,CEREALES SIN GRASA
Avena Quaker Old fashion,1/2,pieza,20.0,20.0,68.0,11.8,CEREALES SIN GRASA
Bagel,1/3,pieza,24.0,24.0,65.0,12.6,CEREALES SIN GRASA
Bagel de ajo,1/3,pieza,24.0,24.0,67.0,12.9,CEREALES SIN GRASA
Bagel de ajonjolí,1/3,pieza,24.0,24.0,74.0,12.9,CEREALES SIN GRASA
Bagel de avena,1/3,pieza,24.0,24.0,60.0,12.6,CEREALES SIN GRASA
Bagel de canela y pasas,1/3,pieza,24.0,24.0,65.0,13.1,CEREALES SIN GRASA
Bagel de cebolla,1/3,pieza,24.0,24.0,74.0,12.9,CEREALES SIN GRASA
Bagel integral,1/3,pieza,24.0,24.0,60.0,12.6,CEREALES SIN GRASA
Baguette,1/7,pieza,27.0,27.0,72.0,13.4,CEREALES SIN GRASA
Barquillo,1 1/2,pieza,15.0,15.0,64.0,12.0,CEREALES SIN GRASA
Barra Special K varios sabores,1,pieza,24.0,24.0,90.0,19.0,CEREALES SIN GRASA
Barra Stila varios sabores,3/4,pieza,19.0,19.0,68.0,12.4,CEREALES SIN GRASA
Barrita de avena,1/2,pieza,14.0,14.0,56.0,11.1,CEREALES SIN GRASA
Barrita de granola sabor manzana,1/2,pieza,14.0,14.0,55.0,11.3,CEREALES SIN GRASA
Birote,1/3,pieza,22.0,22.0,67.0,14.1,CEREALES SIN GRASA
Bolillo,1/3,pieza,20.0,20.0,61.0,12.8,CEREALES SIN GRASA
Bolillo integral,1/3,pieza,20.0,20.0,64.0,13.4,CEREALES SIN GRASA
Bolillo integral sin migajón,1/3,pieza,20.0,20.0,64.0,13.4,CEREALES SIN GRASA
Bolillo sin migajón,1/3,pieza,20.0,20.0,61.0,12.8,CEREALES SIN GRASA
Bollo de hamburguesa,1/3,pieza,25.0,25.0,65.0,12.5,CEREALES SIN GRASA
Bollos para hamburguesa,1/3,pieza,25.0,25.0,65.0,12.5,CEREALES SIN GRASA
burbujas de maíz azucaradas,1/2,taza,16.0,16.0,59.0,14.0,CEREALES SIN GRASA
Camote al honor,1/3,taza,70.0,70.0,70.0,16.4,CEREALES SIN GRASA
Camote amarillo,1/3,taza,69.0,54.0,68.0,15.3,CEREALES SIN GRASA
Camote cocido,1/3,taza,69.0,69.0,73.0,16.8,CEREALES SIN GRASA
Camote con miel,1/3,taza,59.0,59.0,59.0,14.4,CEREALES SIN GRASA
Camote con naranja,1/5,taza,40.0,40.0,61.0,15.2,CEREALES SIN GRASA
Camote en dulce,1/5,taza,52.0,52.0,71.0,14.5,CEREALES SIN GRASA
Camote largo,1/4,pieza,75.0,59.0,73.0,16.6,CEREALES SIN GRASA
Camote poblano (dulce),3/4,pieza,45.0,45.0,62.0,12.6,CEREALES SIN GRASA
Canelones,4,pieza,20.0,20.0,68.0,14.6,CEREALES SIN GRASA
Cáscara de papa cruda,2 1/2,taza,125.0,125.0,73.0,15.6,CEREALES SIN GRASA
Cebada,20,g,20.0,20.0,69.0,15.3,CEREALES SIN GRASA
Cebada perla cocida,1/3,taza,52.0,52.0,64.0,14.8,CEREALES SIN GRASA
Centeno,5,cucharadita,22.0,22.0,72.0,15.9,CEREALES SIN GRASA
Cereal Avena Flakes,3/4,taza,19.0,19.0,68.0,12.6,CEREALES SIN GRASA
Cereal Chewy para niños varios sabores,1/2,pieza,14.0,14.0,52.0,10.5,CEREALES SIN GRASA
Cereal con almendras y pasas,1/3,taza,19.0,19.0,70.0,16.5,CEREALES SIN GRASA
Cereal de arroz,1/2,taza,17.0,17.0,67.0,14.1,CEREALES SIN GRASA
Cereal de arroz inflado con chocolate,1/2,taza,16.0,16.0,62.0,13.8,CEREALES SIN GRASA
Cereal con avena con maple,1/3,taza,27.0,27.0,65.0,17.6,CEREALES SIN GRASA
"Cereal de avena integral, seco",1/3,taza,19.0,19.0,71.0,13.8,CEREALES SIN GRASA
Cereal de galleta de chispa de chocolate,1/2,taza,15.0,15.0,60.0,13.0,CEREALES SIN GRASA
Cereal de maíz reventado  con azúcar,1/2,taza,16.0,16.0,59.0,13.6,CEREALES SIN GRASA
Cereales de maíz reventado sabor chocolate y crema de cacahucate,1/3,taza,14.0,14.0,61.0,10.6,CEREALES SIN GRASA
Cereal de salvado de trigo,1/3,taza,21.0,21.0,54.0,15.3,CEREALES SIN GRASA
Cereal de trigo con canela,1/3,taza,13.0,13.0,58.0,10.7,CEREALES SIN GRASA
Cereal de trigo sabor frutas,1/2,taza,15.0,15.0,60.0,13.0,CEREALES SIN GRASA
Cereal integral con pasitas,1/3,taza,20.0,20.0,66.0,15.7,CEREALES SIN GRASA
Cereal Multibran Flakes,3/4,taza,19.0,19.0,65.0,11.1,CEREALES SIN GRASA
Cereal Multibran pasas,3/4,taza,19.0,19.0,66.0,12.1,CEREALES SIN GRASA
Cereal multigrano,1/4,taza,20.0,20.0,67.0,14.7,CEREALES SIN GRASA
Cereal sin azúcar,1/2,taza,14.0,14.0,51.0,12.0,CEREALES SIN GRASA
Codito crudo,20,g,20.0,20.0,74.0,15.0,CEREALES SIN GRASA
Coditos con crema deshidratados,1 1/2,cucharada,15.0,15.0,61.0,9.6,CEREALES SIN GRASA
Couscous,1/3,taza,52.0,52.0,58.0,12.0,CEREALES SIN GRASA
Crepa,2,pieza,30.0,30.0,69.0,13.1,CEREALES SIN GRASA
Crepas para rellenar,2,pieza,30.0,30.0,69.0,11.6,CEREALES SIN GRASA
Crepas saladas,2,pieza,30.0,30.0,69.0,13.1,CEREALES SIN GRASA
Croutones,1/2,taza,15.0,15.0,61.0,11.1,CEREALES SIN GRASA
Cuadritos de avena,1/3,taza,19.0,19.0,71.0,13.8,CEREALES SIN GRASA
Cuadritos de avena con salvado,1/3,taza,19.0,19.0,71.0,13.8,CEREALES SIN GRASA
Cúrcuma,160,g,160.0,138.0,73.0,13.2,CEREALES SIN GRASA
Elote amarillo cocido,1 1/2,pieza,174.0,66.0,71.0,16.6,CEREALES SIN GRASA
Elote amarillo congelado,1 1/2,pieza,188.0,71.0,70.0,16.7,CEREALES SIN GRASA
Elote amarillo crudo,1 1/3,pieza,186.0,71.0,61.0,17.7,CEREALES SIN GRASA
Elote amarillo desgranado cocido,1/2,taza,83.0,83.0,66.0,16.2,CEREALES SIN GRASA
Elote amarillo desgranado crudo,1/2,taza,83.0,83.0,66.0,16.2,CEREALES SIN GRASA
Elote amarillo enlatado,1/2,taza,82.0,82.0,66.0,15.2,CEREALES SIN GRASA
Elote blanco cocido,1 1/2,pieza,215.0,82.0,70.0,15.5,CEREALES SIN GRASA
elote blanco desgranado,1/2,taza,83.0,83.0,66.0,16.2,CEREALES SIN GRASA
Elote crudo,1 1/2,pieza,215.0,82.0,70.0,15.5,CEREALES SIN GRASA
Elote desgranado,1/2,taza,83.0,83.0,66.0,16.2,CEREALES SIN GRASA
Elote enlatado,1/2,taza,82.0,82.0,66.0,15.2,CEREALES SIN GRASA
English miffin,1/2,pieza,29.0,29.0,67.0,13.1,CEREALES SIN GRASA
Espagueti cocido,1/3,taza,46.0,46.0,57.0,12.3,CEREALES SIN GRASA
Espagueti con espinacas cocido,1/3,taza,47.0,47.0,61.0,12.2,CEREALES SIN GRASA
Espagueti crudo,20,g,20.0,20.0,70.0,15.0,CEREALES SIN GRASA
Espagueto integral cocido,1/3,taza,46.0,46.0,57.0,12.3,CEREALES SIN GRASA
Espagueti integral crudo,20,g,20.0,20.0,70.0,15.0,CEREALES SIN GRASA
Espaguetti cocido,1/3,taza,47.0,47.0,58.0,12.4,CEREALES SIN GRASA
Espaguetti con espinacas cocido,1/3,taza,47.0,47.0,61.0,12.2,CEREALES SIN GRASA
Espaguetti crudo,20,g,20.0,20.0,70.0,15.0,CEREALES SIN GRASA
Espaguetti integral cocido,1/3,taza,47.0,47.0,58.0,12.4,CEREALES SIN GRASA
Fécula de maíz,2,cucharada,16.0,16.0,60.0,14.4,CEREALES SIN GRASA
Fécula de maíz de sabor,2,cucharada,16.0,16.0,60.0,14.4,CEREALES SIN GRASA
Fetuccini crudo,20,g,20.0,20.0,70.0,14.1,CEREALES SIN GRASA
Fibra uno,1/2,taza,30.0,30.0,60.0,25.0,CEREALES SIN GRASA
Fideo cocido,1/2,taza,20.0,20.0,74.0,15.0,CEREALES SIN GRASA
Fideo con tomate deshidratado,2,cucharada,20.0,20.0,72.0,13.3,CEREALES SIN GRASA
Fideo crudo,20,g,20.0,20.0,72.0,14.5,CEREALES SIN GRASA
Fideo seco deshidratado,2,cucharada,20.0,20.0,72.0,13.3,CEREALES SIN GRASA
Fruitcake,1/2,rebanada,20.0,20.0,65.0,12.3,CEREALES SIN GRASA
Fusili cocido,1/3,taza,46.0,46.0,57.0,12.3,CEREALES SIN GRASA
Fusili crudo,20,g,20.0,20.0,70.0,15.0,CEREALES SIN GRASA
Galleta barras de higo,1,pieza,16.0,16.0,56.0,11.3,CEREALES SIN GRASA
Galleta de animalitos,6,pieza,15.0,15.0,68.0,11.3,CEREALES SIN GRASA
Galleta de manzana,1,pieza,15.0,15.0,50.0,12.0,CEREALES SIN GRASA
Galleta dulce,2,pieza,16.0,16.0,64.0,10.7,CEREALES SIN GRASA
Galleta dulce sin relleno,2,pieza,16.0,16.0,64.0,10.7,CEREALES SIN GRASA
Galleta maría,5,pieza,19.0,19.0,69.0,13.8,CEREALES SIN GRASA
Galletas para sopa,14,pieza,18.0,18.0,70.0,12.8,CEREALES SIN GRASA
Galleta salada,4,pieza,16.0,16.0,69.0,11.2,CEREALES SIN GRASA
Galleta salada integral,4,pieza,16.0,16.0,70.0,11.2,CEREALES SIN GRASA
Galleta salada molida,2 1/2,cucharada,15.0,15.0,65.0,10.5,CEREALES SIN GRASA
Galleta de avena pasas,1 1/2,galletas,15.0,15.0,61.0,9.5,CEREALES SIN GRASA
Galletas de maíz horneadas sin grasa (salmas),3,pieza,18.0,18.0,64.0,13.0,CEREALES SIN GRASA
Galletas Marías,5,galleta,19.0,19.0,69.0,13.8,CEREALES SIN GRASA
Galletas Marias azucaradas,4,galleta,16.0,16.0,63.0,11.5,CEREALES SIN GRASA
Gluten de trigo,3,cucharada,18.0,18.0,68.0,8.5,CEREALES SIN GRASA
Granola baja en grasa,3,cucharada,18.0,18.0,70.0,14.4,CEREALES SIN GRASA
"Granola con frura seca, baja en grasas",3,cucharada,18.0,18.0,69.0,14.4,CEREALES SIN GRASA
Habaneras Bran trigo entero,4,galleta,18.0,18.0,72.0,11.0,CEREALES SIN GRASA
habaneras Clásicas,4,galleta,18.0,18.0,75.0,13.1,CEREALES SIN GRASA
Habaneras integrales,4,galleta,18.0,18.0,69.0,11.9,CEREALES SIN GRASA
Harina,2 1/2,cucharada,20.0,20.0,73.0,15.3,CEREALES SIN GRASA
Harina blanca,2 1/2,cucharada,20.0,20.0,73.0,15.3,CEREALES SIN GRASA
Harina blanca refinada,20,g,20.0,20.0,73.0,15.3,CEREALES SIN GRASA
Harina de alforfón,2 1/2,cucharada,20.0,20.0,67.0,14.1,CEREALES SIN GRASA
Harina de amaranto,2,cucharada,19.0,19.0,68.0,11.9,CEREALES SIN GRASA
Harina de arroz,2,cucharada,20.0,20.0,72.0,15.1,CEREALES SIN GRASA
Harina de arroz refinada,2,cucharada,20.0,20.0,75.0,16.3,CEREALES SIN GRASA
Harina de cebada,2,cucharada,18.0,18.0,62.0,10.9,CEREALES SIN GRASA
Harina de centeno ,2,cucharada,18.0,18.0,63.0,13.6,CEREALES SIN GRASA
Harina de centeno integral,2 1/2,cucharada,20.0,20.0,65.0,13.8,CEREALES SIN GRASA
Harina de maíz,2 1/2,cucharada,18.0,18.0,65.0,13.6,CEREALES SIN GRASA
Harina de maíz nixtamalizada,2 1/2,cucharada,18.0,18.0,65.0,13.6,CEREALES SIN GRASA
Harina de maíz para atole,2,cucharada,15.0,15.0,60.0,11.8,CEREALES SIN GRASA
Harina de maíz para tamales,2,cucharada,14.0,14.0,62.0,12.7,CEREALES SIN GRASA
Harina de papa,2,cucharada,19.0,19.0,66.0,15.0,CEREALES SIN GRASA
Harina de trigo,2 1/2,cucharada,20.0,20.0,71.0,14.9,CEREALES SIN GRASA
Harina de trigo integral,2 1/2,cucharada,19.0,19.0,64.0,13.6,CEREALES SIN GRASA
Harina de trigo para panificación,2,cucharada,17.0,17.0,62.0,12.4,CEREALES SIN GRASA
Harina de trigo para pasteleria,2 1/2,cucharada,17.0,17.0,62.0,13.3,CEREALES SIN GRASA
Harina integral,2 1/2,cucharada,19.0,19.0,64.0,13.6,CEREALES SIN GRASA
Harina integral de centeno,2 1/2,cucharada,20.0,20.0,65.0,13.8,CEREALES SIN GRASA
Harina integral de trigo,2 1/2,cucharada,19.0,19.0,64.0,13.6,CEREALES SIN GRASA
Harina nixtamalizada,2 1/2,cucharada,18.0,18.0,67.0,13.8,CEREALES SIN GRASA
Harina para brownies,1 1/2,cucharada,13.0,13.0,60.0,9.0,CEREALES SIN GRASA
Harina para brownies baja en grasa,2,cucharada,18.0,18.0,61.0,12.6,CEREALES SIN GRASA
Harina para hot cakes,2,cucharada,18.0,18.0,61.0,13.3,CEREALES SIN GRASA
Harina para reposteria,2,cucharada,16.0,16.0,60.0,12.6,CEREALES SIN GRASA
Harina para tamales,2,cucharada,14.0,14.0,62.0,12.7,CEREALES SIN GRASA
Hilos de trigo entrelazados con miel maple y azúcar,9,pieza,20.0,20.0,69.0,16.0,CEREALES SIN GRASA
Hojuelas de 7 fibras,1/3,taza,20.0,20.0,70.0,15.4,CEREALES SIN GRASA
Hojuelas de arroz,1/2,taza,16.0,16.0,55.0,11.2,CEREALES SIN GRASA
Hojuelas de avena,1/3,taza,26.0,26.0,65.0,17.5,CEREALES SIN GRASA
Hojuelas de avena con maple,1/3,taza,26.0,26.0,65.0,17.5,CEREALES SIN GRASA
Hojuelas de avena endulzadas con miel y almendras,1/3,taza,14.0,14.0,59.0,11.3,CEREALES SIN GRASA
"Hojuelas de avena instantaneas con pasas, dátiles y nueces. Preparado",1/4,taza,61.0,61.0,71.0,14.3,CEREALES SIN GRASA
Hojuelas de avena instantáneas con pasas y especieas. Preparado,1/4,taza,62.0,62.0,62.0,12.5,CEREALES SIN GRASA
Hojuelas de avena instantáneas con miel maple y azúcar morena. Preparado,1/4,taza,59.0,59.0,60.0,11.8,CEREALES SIN GRASA
"Hojuelas de avena, fruta seca y nueces",1/4,taza,21.0,21.0,72.0,16.5,CEREALES SIN GRASA
Hojuelas de cereales con frutas secas,1/3,taza,18.0,18.0,70.0,14.0,CEREALES SIN GRASA
Hojuelas de maíz,3/4,taza,19.0,19.0,67.0,15.8,CEREALES SIN GRASA
Hojuelas de maíz azucaradas,1/3,taza,13.0,13.0,52.0,12.0,CEREALES SIN GRASA
Hojuelas de maíz y trigo con frutas y nueces,1/3,taza,18.0,18.0,70.0,14.0,CEREALES SIN GRASA
Hojuelas de papa para puré,20,g,20.0,20.0,71.0,16.2,CEREALES SIN GRASA
Hojuelas de salvado,1/3,taza,21.0,21.0,67.0,16.0,CEREALES SIN GRASA
Hojuelas de salvado con pasas,1/3,taza,19.0,19.0,66.0,15.8,CEREALES SIN GRASA
Hojuelas de trigo,1/2,taza,18.0,18.0,59.0,14.1,CEREALES SIN GRASA
Hojuelas de trigo con miel,1/2,taza,18.0,18.0,62.0,14.3,CEREALES SIN GRASA
Hojuelas de trigo integral,1/2,taza,16.0,16.0,59.0,11.0,CEREALES SIN GRASA
Hojuelas de trigo integral con frutos rojos,1/2,taza,16.0,16.0,57.0,12.5,CEREALES SIN GRASA
Hojuelas de trigo integral con chispas de yogur,1/2,taza,19.0,19.0,64.0,14.7,CEREALES SIN GRASA
Hojuelas de trigo integral con fibra extra,1/2,taza,26.0,26.0,50.0,26.0,CEREALES SIN GRASA
Hojuelas de trigo integral con frutas y yogur,1/3,taza,15.0,15.0,57.0,11.6,CEREALES SIN GRASA
Hojuelas de trigo negro,1/3,taza,59.0,59.0,54.0,11.7,CEREALES SIN GRASA
"Hojuelas fortificadas de trigo entero, almendras, nueces y miel",1/4,taza,15.0,15.0,58.0,11.4,CEREALES SIN GRASA
Hojuelas avena instantánea con manzana y canela,1/3,taza,79.0,79.0,69.0,14.0,CEREALES SIN GRASA
Hot cake,3/4,pieza,38.0,38.0,69.0,9.7,CEREALES SIN GRASA
Lasagna cruda,20,g,20.0,20.0,68.0,14.6,CEREALES SIN GRASA
Lasaña cocida,20,g,20.0,20.0,68.0,14.6,CEREALES SIN GRASA
Macarrón cocido,1/3,taza,47.0,47.0,66.0,13.2,CEREALES SIN GRASA
Macarrón crudo,20,g,20.0,20.0,68.0,14.6,CEREALES SIN GRASA
Macarrón integral cocido,1/3,taza,47.0,47.0,58.0,12.4,CEREALES SIN GRASA
Maicena,2,cucharada,16.0,16.0,60.0,14.4,CEREALES SIN GRASA
Maicena sabor,2,cucharada,16.0,16.0,60.0,14.4,CEREALES SIN GRASA
Maíz,20,g,20.0,18.0,67.0,13.0,CEREALES SIN GRASA
Maíz amarillo,20,g,20.0,18.0,67.0,13.0,CEREALES SIN GRASA
Maíz amarillo cocido,20,g,20.0,18.0,67.0,13.0,CEREALES SIN GRASA
Maíz azul,20,g,20.0,18.0,67.0,13.7,CEREALES SIN GRASA
Maíz blanco,20,g,20.0,18.0,67.0,13.0,CEREALES SIN GRASA
Maíz blanco cocido,25,g,25.0,19.0,68.0,13.3,CEREALES SIN GRASA
Maíz cacahuacintle,20,g,20.0,18.0,67.0,13.0,CEREALES SIN GRASA
Maíz cacahuacintle,20,g,20.0,18.0,67.0,13.0,CEREALES SIN GRASA
Maíz palomero,20,g,20.0,20.0,73.0,14.2,CEREALES SIN GRASA
Maíz pozolero,1/3,taza,54.0,54.0,58.0,13.6,CEREALES SIN GRASA
Maizena,2,cucharada,16.0,16.0,60.0,14.4,CEREALES SIN GRASA
Malanga,70,g,70.0,60.0,67.0,15.9,CEREALES SIN GRASA
Marias cerealé fresa,1 1/2,pieza,15.0,15.0,66.0,10.7,CEREALES SIN GRASA
Masa de maíz,45,g,45.0,45.0,69.0,14.3,CEREALES SIN GRASA
Masa de maíz amarillo,35,g,35.0,35.0,66.0,13.5,CEREALES SIN GRASA
Masa de maíz blanco,45,g,45.0,45.0,69.0,14.3,CEREALES SIN GRASA
Masa pasa tortillas,45,g,45.0,45.0,69.0,14.3,CEREALES SIN GRASA
Masa Yucatán,40,g,40.0,40.0,69.0,14.6,CEREALES SIN GRASA
Media noche,1/2,pieza,22.0,22.0,55.0,10.5,CEREALES SIN GRASA
media noche con ajonjoli,1/2,pieza,22.0,22.0,55.0,10.5,CEREALES SIN GRASA
Mijo cocido,1/3,taza,57.0,57.0,68.0,13.6,CEREALES SIN GRASA
Mijo crudo,15,g,15.0,15.0,57.0,10.9,CEREALES SIN GRASA
Mueslix con manzana y almendra,1/4,taza,18.0,18.0,68.0,13.2,CEREALES SIN GRASA
Nixtamal,45,g,45.0,45.0,69.0,14.3,CEREALES SIN GRASA
Nutritas variedad de sabores,1/2,bolsita,17.0,17.0,67.0,12.3,CEREALES SIN GRASA
Ñame,100,g,100.0,86.0,66.0,15.1,CEREALES SIN GRASA
Palanqueta de amaranto,1/2,pieza,20.0,20.0,72.0,16.6,CEREALES SIN GRASA
Palanqueta de amaranto con pasas,1/3,pieza,13.0,13.0,52.0,11.2,CEREALES SIN GRASA
Palitos de pan,3,pieza,18.0,18.0,74.0,12.3,CEREALES SIN GRASA
Palomitas,2 1/2,taza,18.0,18.0,70.0,14.0,CEREALES SIN GRASA
Palomitas acarameladas,1/2,taza,18.0,18.0,76.0,13.9,CEREALES SIN GRASA
Palomitas acarameladas sin grasa,3/4,taza,19.0,19.0,69.0,10.0,CEREALES SIN GRASA
Palomitas fat free,2 1/2,taza,18.0,18.0,70.0,14.0,CEREALES SIN GRASA
Palomitas naturales,2 1/2,taza,18.0,18.0,70.0,14.0,CEREALES SIN GRASA
Palomitas sin grasa,2 1/2,taza,18.0,18.0,70.0,14.0,CEREALES SIN GRASA
Pambazo,1/2,pieza,25.0,25.0,67.0,12.5,CEREALES SIN GRASA
Pan 5 granos,1,rebanada,25.0,25.0,62.0,9.6,CEREALES SIN GRASA
Pan 7 granos,1,rebanada,26.0,26.0,65.0,12.1,CEREALES SIN GRASA
Pan ácimo,1/3,pieza,20.0,20.0,57.0,11.1,CEREALES SIN GRASA
Pan árabe,1/3,pieza,20.0,20.0,54.0,11.0,CEREALES SIN GRASA
Pan árabe integral,1/3,pieza,21.0,21.0,56.0,1.6,CEREALES SIN GRASA
Pan bagel dulce,1/3,pieza,23.0,23.0,64.0,12.9,CEREALES SIN GRASA
Pan bagel integral,1/3,pieza,23.0,23.0,60.0,12.5,CEREALES SIN GRASA
Pan bagel salado,1/3,pieza,23.0,23.0,64.0,12.5,CEREALES SIN GRASA
Pan baguette,1/7,pieza,27.0,27.0,72.0,13.4,CEREALES SIN GRASA
Pan birote,1/3,pieza,22.0,22.0,67.0,14.1,CEREALES SIN GRASA
Pan blanco,1,rebanada,27.0,27.0,71.0,13.6,CEREALES SIN GRASA
Pan centeno,3/4,rebanada,24.0,24.0,62.0,11.6,CEREALES SIN GRASA
pan con salvado,3/4,rebanada,27.0,27.0,67.0,12.9,CEREALES SIN GRASA
Pan de 5 granos,1,rebanada,25.0,25.0,62.0,9.6,CEREALES SIN GRASA
Pan de 7 granos,1,rebanada,26.0,26.0,65.0,12.1,CEREALES SIN GRASA
Pan de avena,1,rebanada,30.0,30.0,71.0,11.9,CEREALES SIN GRASA
Pan de caja,1,rebanada,27.0,27.0,71.0,13.6,CEREALES SIN GRASA
Pan de caja integral,1,rebanada,25.0,25.0,67.0,12.6,CEREALES SIN GRASA
Pan de centeno y comino,1,rebanada,20.0,20.0,55.0,11.0,CEREALES SIN GRASA
Pan de centeno y trigo,1,rebanada,28.0,28.0,73.0,15.0,CEREALES SIN GRASA
Pan de girasol integral,1,pieza,25.0,25.0,57.0,9.7,CEREALES SIN GRASA
Pan de hambueguesas chico,1/2,pieza,26.0,26.0,67.0,12.9,CEREALES SIN GRASA
Pan de hot dog,1/2,pieza,22.0,22.0,55.0,10.5,CEREALES SIN GRASA
Pan de hot dog con ajonjoli,1/2,pieza,22.0,22.0,55.0,10.5,CEREALES SIN GRASA
pan de jengibre,1,rebanada,25.0,25.0,72.0,11.9,CEREALES SIN GRASA
Pan de miel y avena,1,rebanada,28.0,28.0,71.0,12.7,CEREALES SIN GRASA
Pan de plátano,3/4,rebanada,21.0,21.0,68.0,11.5,CEREALES SIN GRASA
Pan de trigo con arroz,3/4,rebanada,21.0,21.0,59.0,10.2,CEREALES SIN GRASA
Pan integral,1,rebanada,25.0,25.0,67.0,12.6,CEREALES SIN GRASA
Pan matza,1/2,pieza,14.0,14.0,56.0,119.0,CEREALES SIN GRASA
